account_id,customer_name,national_id,phone_number,origination_date,months_on_book,age,gender,nationality,region,employer_sector,product_type,loan_amount_sar,outstanding_balance_sar,monthly_installment_sar,interest_rate_pct,loan_tenure_months,remaining_tenure_months,collateral_flag,current_dpd,delinquency_bucket,max_dpd_ever,dpd_trend,times_entered_30dpd,ontime_payment_ratio,partial_payment_frequency,avg_payment_ratio,total_payments_made,total_amount_paid_sar,months_since_last_payment,last_payment_amount_sar,total_ptps_made,ptps_kept,ptps_broken,consecutive_broken_ptps,ptp_reliability_rate,avg_days_late_broken_ptp,has_active_ptp,ptp_due_date,ptp_amount_sar,ptp_captured_by,call_pickup_rate,sms_response_rate,whatsapp_response_rate,email_response_rate,preferred_contact_window,days_since_last_contact,contact_attempts_30d,right_party_contact_rate,monthly_income_sar,salary_day,days_to_next_salary,dti_ratio,other_active_loans,bureau_score_at_origination,job_loss_flag,medical_hardship_flag,family_status_change,dispute_flag,fraud_suspected_flag,legal_action_flag,handling_type,assigned_agent_name,assigned_agent_id,settlement_eligible,ots_discount_pct,waiver_requested,ptp_score,pay_probability,risk_tier,recommended_channel,outcome_label
WAT-000052,Abdullah Al-Omari,1292971922,0586203799,2021-10-22,53,47,Male,Saudi,Jeddah,Semi-Government,Personal Finance,105000,10000,2600,8.73,48,0,False,134,NPA,157,Stable,2,0.29,0.64,0.21,15,8000,5,0,3,2,1,1,0.67,27,False,,0,,0.26,0.27,0.44,0.18,9am-12pm,19,20,0.18,12300,1,7,0.211,0,533,False,True,False,False,False,False,Human Led,Wafa Al-Shammari,AGT-028,True,25,False,344,0.08,Very High Risk,Human Agent,Pending
WAT-000053,Rayan Al-Enazi,2405877344,0554493975,2022-10-13,41,52,Male,Expat-Other,Dammam,Private - Large,Personal Finance,24000,8500,560,5.9,48,7,True,19,1-30 DPD,74,Stable,2,0.48,0.32,0.38,19,4000,1,0,2,1,1,1,0.5,40,True,2026-03-25,1000,AI,0.84,0.26,0.29,0.09,3pm-6pm,5,1,0.6,7100,1,7,0.079,2,709,False,False,False,False,False,False,AI Only,N/A,N/A,True,20,False,839,0.98,Low Risk,SMS,Pending
WAT-000054,Turki Al-Qahtani,1514892331,0574927832,2023-10-24,28,48,Male,Saudi,Jeddah,Government,Personal Finance,26500,17500,660,9.21,48,20,False,73,61-90 DPD,119,Worsening,1,0.08,0.48,0.09,2,0,3,0,4,2,2,0,0.5,36,True,2026-04-09,1100,Human Agent,0.3,0.4,0.65,0.32,12pm-3pm,4,11,0.23,8800,29,5,0.075,0,574,False,False,False,False,False,False,Human Led,Nawaf Al-Anazi,AGT-011,False,0,False,396,0.175,Very High Risk,Human Agent,Not Paid
WAT-000055,Fahad Al-Anazi,1308588327,0521653789,2023-12-30,26,47,Male,Saudi,Riyadh,Private - Large,Personal Finance,67000,33500,1640,8.26,48,22,False,109,NPA,158,Worsening,5,0.0,0.56,0.0,1,0,7,0,10,3,7,1,0.3,34,True,2026-04-11,1700,AI,0.03,0.13,0.19,0.06,6pm-9pm,27,9,0.02,6300,1,7,0.26,4,823,False,False,False,False,False,True,Human Led,Khaled Al-Otaibi,AGT-003,False,0,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-000056,Faisal Al-Rashidi,1916995073,0564080860,2023-02-05,37,37,Male,Saudi,Riyadh,Private - SME,Auto Finance,139500,46000,3490,9.33,48,11,True,40,31-60 DPD,94,Worsening,5,0.48,0.4,0.43,17,25500,2,0,1,0,1,0,0.0,31,False,,0,,0.28,0.18,0.32,0.05,After 9pm,6,3,0.26,13300,1,7,0.262,1,589,False,False,False,False,False,False,AI + Human,Bandar Al-Qahtani,AGT-009,False,0,False,713,0.751,Low Risk,SMS,Pending
WAT-000057,Turki Al-Harbi,1453906330,0522904293,2020-11-25,63,27,Male,Saudi,Jeddah,Government,Personal Finance,34000,5000,1540,8.37,24,0,False,23,1-30 DPD,28,Stable,0,1.0,0.56,0.84,63,81500,0,800,2,1,1,1,0.5,3,False,,0,,0.19,0.23,0.37,0.04,12pm-3pm,0,4,0.14,16300,1,7,0.094,1,754,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000058,Asma Al-Subaie,2846116628,0521326421,2020-05-04,70,33,Female,Expat-Arab,Other,Semi-Government,Personal Finance,54500,9000,1720,8.54,36,0,False,11,1-30 DPD,68,Improving,0,0.57,0.55,0.46,39,31000,0,1400,2,1,1,1,0.5,6,False,,0,,0.58,0.19,0.28,0.08,12pm-3pm,0,3,0.53,9000,25,1,0.191,1,462,False,False,False,False,False,False,AI Only,N/A,N/A,True,20,False,839,0.98,Low Risk,SMS,Paid
WAT-000059,Abdullah Al-Shehri,2840137888,0533660586,2023-02-16,37,26,Male,Expat-Asian,Riyadh,Government,Personal Finance,113000,12500,3450,6.21,36,0,True,17,1-30 DPD,36,Stable,0,0.72,0.32,0.49,26,44000,1,0,2,1,1,1,0.5,41,True,2026-03-26,3400,AI,0.7,0.51,0.83,0.09,3pm-6pm,6,2,0.59,14900,27,3,0.232,4,691,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000060,Abeer Al-Bogami,1182181771,0515882123,2022-12-21,39,38,Female,Saudi,Asir,Government,Personal Finance,40000,16500,1230,6.79,36,0,True,4,1-30 DPD,17,Stable,1,0.78,0.49,0.78,30,29000,1,0,2,1,1,1,0.5,26,True,2026-04-10,900,Human Agent,0.34,0.2,0.25,0.02,12pm-3pm,1,4,0.22,8700,1,7,0.141,0,719,False,False,False,False,False,False,AI + Human,Majed Al-Ruwaili,AGT-015,True,30,False,839,0.98,Low Risk,SMS,Paid
WAT-000061,Hamad Al-Qahtani,1860225342,0583960408,2023-02-01,37,37,Male,Saudi,Dammam,Private - Large,Auto Finance,120000,56000,2360,6.7,60,23,True,25,1-30 DPD,65,Worsening,0,0.63,0.1,0.63,23,34000,0,2500,1,0,1,1,0.0,17,True,2026-04-08,2200,AI,0.86,0.2,0.23,0.11,3pm-6pm,1,2,0.62,7900,1,7,0.299,1,716,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-000062,Faisal Al-Khaldi,2171067144,0569927208,2019-11-17,76,45,Male,Expat-GCC,Dammam,Semi-Government,Personal Finance,37500,9000,3240,6.63,12,0,False,3,1-30 DPD,31,Improving,1,0.57,0.2,0.55,43,76500,1,0,1,0,1,1,0.0,14,True,2026-03-27,5100,Human Agent,0.41,0.4,0.59,0.01,12pm-3pm,1,4,0.34,20500,28,4,0.158,2,644,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000063,Hind Al-Juhani,1787210873,0534926068,2023-01-03,38,44,Female,Saudi,Qassim,Government,Personal Finance,129500,51000,2560,6.99,60,22,True,55,31-60 DPD,99,Stable,3,0.75,0.32,0.54,28,38500,2,0,1,0,1,1,0.0,17,True,2026-04-03,2600,AI,0.0,0.2,0.25,0.13,12pm-3pm,12,5,0.0,8500,1,7,0.301,0,537,False,False,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,False,0,False,784,0.88,Low Risk,SMS,Paid
WAT-000064,Majed Al-Thubaiti,1948628926,0597755420,2019-11-12,76,47,Male,Saudi,Riyadh,Private - Large,Small Business Finance,65500,10500,2060,8.41,36,0,False,83,61-90 DPD,83,Stable,6,0.5,0.3,0.35,38,27500,3,0,2,0,2,1,0.0,35,False,,0,,0.45,0.44,0.71,0.05,6pm-9pm,21,13,0.27,6400,25,1,0.322,2,546,False,False,False,False,False,False,Human Led,Fatima Al-Khaldi,AGT-020,False,0,False,613,0.569,Medium Risk,WhatsApp,Paid
WAT-000065,Nawaf Al-Dosari,1628946231,0572360494,2020-05-18,70,42,Male,Saudi,Jeddah,Private - Large,Personal Finance,139000,8500,6170,6.16,24,0,True,25,1-30 DPD,44,Stable,0,0.82,0.11,0.85,57,299000,0,5600,1,0,1,1,0.0,43,False,,0,,0.47,0.14,0.23,0.04,6pm-9pm,1,1,0.33,10800,28,4,0.571,1,585,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,828,0.96,Low Risk,SMS,Paid
WAT-000066,Majed Al-Shahrani,2830830247,0558415597,2023-06-20,33,27,Male,Expat-Other,Jeddah,Semi-Government,Personal Finance,61000,12000,2750,7.54,24,0,False,53,31-60 DPD,57,Worsening,1,0.61,0.4,0.64,20,35000,2,0,2,1,1,0,0.5,15,True,2026-04-02,3500,Human Agent,0.29,0.13,0.23,0.01,12pm-3pm,7,7,0.2,9200,29,5,0.299,1,544,False,False,False,False,False,False,AI + Human,Nawaf Al-Anazi,AGT-011,False,0,False,790,0.891,Low Risk,SMS,Pending
WAT-000067,Waleed Al-Subaie,1926793258,0537959194,2022-03-09,48,45,Male,Saudi,Asir,Private - Large,Personal Finance,46000,4500,1400,6.16,36,0,True,84,61-90 DPD,132,Stable,3,0.31,0.25,0.28,14,5500,3,0,5,3,2,1,0.6,13,False,,0,,0.53,0.5,0.84,0.12,9am-12pm,11,3,0.44,8500,26,2,0.165,0,537,False,False,False,False,False,False,Human Led,Khaled Al-Otaibi,AGT-003,False,0,False,767,0.849,Low Risk,SMS,Not Paid
WAT-000068,Nasser Al-Asmari,1481940622,0590290223,2023-06-28,32,22,Male,Saudi,Riyadh,Private - Large,Auto Finance,60500,31000,1440,6.65,48,16,True,74,61-90 DPD,122,Worsening,3,0.45,0.54,0.48,14,9500,4,0,7,4,3,0,0.57,13,True,2026-03-25,2500,Human Agent,0.72,0.66,1.0,0.23,12pm-3pm,3,3,0.59,11500,28,4,0.125,1,669,False,False,False,False,False,False,Human Led,Bader Al-Mutlaq,AGT-029,False,0,False,831,0.965,Low Risk,SMS,Pending
WAT-000069,Najla Al-Anazi,1918400696,0522438777,2020-01-19,74,41,Female,Saudi,Riyadh,Semi-Government,Personal Finance,54500,8500,1330,7.92,48,0,False,38,31-60 DPD,69,Worsening,4,0.59,0.3,0.49,43,28000,2,0,2,1,1,0,0.5,3,False,,0,,0.64,0.28,0.48,0.01,Before 9am,9,4,0.4,8200,26,2,0.162,3,399,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000070,Nora Al-Ruwaili,2122344802,0545264936,2019-08-14,79,41,Female,Expat-Asian,Other,Government,Personal Finance,76000,31500,1850,7.91,48,0,False,3,1-30 DPD,29,Stable,0,0.61,0.29,0.49,48,43500,0,1200,2,0,2,2,0.0,34,False,,0,,0.32,0.32,0.41,0.04,Before 9am,6,3,0.29,35100,1,7,0.053,2,570,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,786,0.883,Low Risk,SMS,Not Paid
WAT-000071,Nawaf Al-Otaibi,1639280066,0530491439,2021-05-08,58,46,Male,Saudi,Dammam,Military/Security,Personal Finance,45500,12500,2060,8.33,24,0,False,73,61-90 DPD,107,Worsening,4,0.31,0.29,0.32,17,11000,4,0,2,1,1,1,0.5,20,False,,0,,0.12,0.69,1.0,0.23,3pm-6pm,15,9,0.1,10300,1,7,0.2,1,645,False,False,False,False,False,False,AI + Human,Dina Al-Habdan,AGT-030,False,0,False,670,0.673,Medium Risk,WhatsApp,Pending
WAT-000072,Mansour Al-Qahtani,1102477207,0596792536,2020-02-29,72,25,Male,Saudi,Qassim,Self-Employed,Personal Finance,21500,6000,520,7.71,48,0,False,124,NPA,130,Worsening,2,0.05,0.88,0.03,3,0,3,0,6,4,2,1,0.67,13,True,2026-04-08,400,AI,0.56,0.49,0.68,0.03,12pm-3pm,6,11,0.52,26100,1,7,0.02,1,572,False,False,False,False,False,False,Human Led,Sara Al-Mutairi,AGT-004,False,0,False,376,0.138,Very High Risk,Human Agent,Not Paid
WAT-000073,Mohammed Al-Shahrani,1588066915,0533210339,2023-12-20,27,36,Male,Saudi,Riyadh,Private - SME,Personal Finance,112500,60000,2740,7.97,48,21,False,177,NPA,231,Worsening,4,0.04,0.78,0.03,1,0,3,0,7,1,6,0,0.14,7,False,,0,,0.22,0.54,0.92,0.03,6pm-9pm,53,6,0.15,4200,1,7,0.652,2,541,False,False,False,False,False,False,Human Led,Hind Al-Juhani,AGT-018,True,10,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-000074,Turki Al-Anazi,1373846625,0586313289,2021-03-05,60,46,Male,Saudi,Riyadh,Military/Security,Personal Finance,35500,2000,710,7.67,60,0,False,86,61-90 DPD,109,Worsening,5,0.32,0.62,0.32,19,4500,4,0,5,3,2,0,0.6,17,False,,0,,0.82,0.26,0.45,0.18,9am-12pm,8,8,0.55,25900,27,3,0.027,2,713,False,False,False,False,False,False,AI + Human,Ghada Al-Bogami,AGT-024,False,0,True,820,0.945,Low Risk,SMS,Paid
WAT-000075,Ibrahim Al-Subaie,2650126999,0516739971,2024-11-03,16,39,Male,Expat-Asian,Dammam,Private - SME,Home Finance,526000,475000,6190,7.3,120,104,True,643,Write-off,654,Stable,6,0.17,1.0,0.14,2,1500,9,0,6,0,6,2,0.0,18,False,,0,,0.16,0.45,0.67,0.09,12pm-3pm,49,17,0.13,6700,1,7,0.9,1,654,False,False,False,False,False,False,Human Led,Hamad Al-Asmari,AGT-023,True,10,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-000076,Abeer Al-Shahrani,1135981474,0582146561,2025-09-15,6,40,Female,Saudi,Makkah,Government,Personal Finance,216500,181000,9910,9.21,24,18,False,19,1-30 DPD,54,Worsening,2,0.9,0.66,0.85,5,42000,0,3300,2,0,2,0,0.0,25,False,,0,,0.18,0.08,0.11,0.0,12pm-3pm,1,2,0.14,9100,1,7,0.9,1,300,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,677,0.685,Medium Risk,WhatsApp,Pending
WAT-000077,Mona Al-Anazi,1120729043,0579215818,2021-10-17,53,45,Female,Saudi,Riyadh,Government,Auto Finance,80500,20500,1580,6.71,60,7,True,18,1-30 DPD,53,Stable,0,0.74,0.41,0.51,39,31500,0,800,1,0,1,1,0.0,19,False,,0,,0.46,0.33,0.53,0.07,3pm-6pm,5,4,0.31,14900,25,1,0.106,2,711,False,False,False,False,False,False,AI + Human,Wafa Al-Shammari,AGT-028,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000078,Mohammed Al-Maliki,1811673675,0567287263,2024-01-10,26,38,Male,Saudi,Dammam,Government,Personal Finance,250000,99000,11330,8.2,24,0,False,17,1-30 DPD,70,Stable,2,0.55,0.29,0.52,14,82500,1,0,1,0,1,1,0.0,25,True,2026-04-04,16600,AI,0.57,0.63,0.87,0.17,6pm-9pm,2,3,0.52,15600,28,4,0.726,1,657,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000079,Saad Al-Bogami,1269809402,0566159247,2023-06-09,33,47,Male,Saudi,Riyadh,Private - SME,Auto Finance,178000,83500,4350,8.05,48,15,True,51,31-60 DPD,58,Improving,6,0.74,0.46,0.54,24,56500,2,0,4,2,2,2,0.5,3,True,2026-03-27,6100,AI,0.46,0.43,0.78,0.1,6pm-9pm,12,8,0.3,24400,1,7,0.178,2,620,False,False,False,False,False,False,AI + Human,Dina Al-Habdan,AGT-030,False,0,False,834,0.971,Low Risk,SMS,Pending
WAT-000080,Bandar Al-Thubaiti,1558815643,0539231122,2022-10-03,41,22,Male,Saudi,Dammam,Semi-Government,Personal Finance,159500,28500,5070,8.93,36,0,False,15,1-30 DPD,28,Worsening,2,0.69,0.24,0.75,28,106500,1,0,1,0,1,1,0.0,35,True,2026-03-25,6300,Human Agent,0.23,0.14,0.18,0.2,After 9pm,4,3,0.17,13000,25,1,0.39,1,691,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,832,0.968,Low Risk,SMS,Paid
WAT-000081,Ahmed Al-Omari,1985182595,0598224162,2022-12-30,38,34,Male,Saudi,Dammam,Government,Home Finance,399000,322000,3710,7.57,180,142,True,406,Write-off,441,Worsening,1,0.0,1.0,0.0,1,0,20,0,4,0,4,4,0.0,4,False,,0,,0.81,0.02,0.03,0.0,12pm-3pm,52,7,0.72,11200,27,3,0.331,2,628,False,False,False,False,False,False,Human Led,Nawaf Al-Anazi,AGT-011,True,15,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-000082,Nawaf Al-Zahrani,1440674537,0535386657,2022-05-07,46,31,Male,Saudi,Other,Semi-Government,Personal Finance,111000,27000,2190,6.89,60,14,True,38,31-60 DPD,77,Improving,4,0.58,0.56,0.63,26,36000,2,0,3,2,1,1,0.67,43,True,2026-04-02,4000,AI,0.17,0.07,0.1,0.06,12pm-3pm,4,7,0.1,20600,27,3,0.106,0,706,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-000083,Rayan Al-Harbi,1208114038,0577152036,2022-10-22,41,40,Male,Saudi,Riyadh,Semi-Government,Personal Finance,58000,25000,1800,7.36,36,0,False,657,Write-off,711,Stable,5,0.23,1.0,0.23,9,3500,16,0,5,0,5,1,0.0,39,False,,0,,0.15,0.34,0.64,0.35,12pm-3pm,48,8,0.14,5700,30,6,0.316,1,593,False,False,False,False,False,False,Human Led,Rana Al-Shahrani,AGT-022,True,10,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-000084,Faisal Al-Ghamdi,1933785753,0578352964,2025-07-27,7,36,Male,Saudi,Makkah,Semi-Government,Auto Finance,56500,50500,1780,8.55,36,29,True,87,61-90 DPD,138,Stable,4,0.18,0.32,0.19,1,500,3,0,7,5,2,2,0.71,12,True,2026-03-28,2400,AI,0.11,0.48,0.72,0.24,9am-12pm,12,10,0.1,12300,1,7,0.145,1,615,True,False,False,False,False,False,AI + Human,Wafa Al-Shammari,AGT-028,False,0,False,321,0.038,Very High Risk,Human Agent,Pending
WAT-000085,Yousef Al-Bishi,2574052192,0555686753,2025-07-06,8,46,Male,Expat-Arab,Dammam,Government,Personal Finance,23500,21000,570,7.73,48,40,False,43,31-60 DPD,52,Worsening,4,0.56,0.1,0.51,4,1000,2,0,1,0,1,1,0.0,24,False,,0,,0.5,0.39,0.51,0.01,12pm-3pm,12,8,0.34,7500,28,4,0.076,1,565,False,False,False,True,False,False,Human Led,Maha Al-Shehri,AGT-008,False,0,False,791,0.893,Low Risk,SMS,Paid
WAT-000086,Saud Al-Shehri,2477213555,0539881523,2020-12-13,63,49,Male,Expat-GCC,Makkah,Semi-Government,Personal Finance,139500,59000,3290,6.26,48,0,False,32,31-60 DPD,35,Worsening,5,0.49,0.54,0.43,30,42500,2,0,2,1,1,0,0.5,28,False,,0,,0.23,0.4,0.62,0.14,6pm-9pm,8,5,0.16,10300,28,4,0.319,1,755,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,836,0.975,Low Risk,SMS,Paid
WAT-000087,Najla Al-Thubaiti,2602169346,0563060023,2022-05-04,46,38,Female,Expat-Asian,Jeddah,Government,Personal Finance,50500,13000,1220,7.49,48,2,False,14,1-30 DPD,44,Improving,0,0.45,0.19,0.39,20,9500,1,0,1,0,1,0,0.0,42,False,,0,,0.43,0.56,0.81,0.26,6pm-9pm,5,1,0.27,19200,28,4,0.064,0,706,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000088,Tariq Al-Bishi,1837466903,0534601971,2021-02-24,60,37,Male,Saudi,Riyadh,Government,Auto Finance,63500,11000,1590,9.43,48,0,True,11,1-30 DPD,33,Improving,1,0.67,0.55,0.51,40,32500,0,1600,1,0,1,1,0.0,14,False,,0,,0.39,0.49,0.69,0.35,3pm-6pm,1,1,0.36,23100,1,7,0.069,3,687,False,False,False,False,False,False,AI + Human,Maha Al-Shehri,AGT-008,False,0,False,834,0.971,Low Risk,SMS,Not Paid
WAT-000089,Waleed Al-Anazi,1762143116,0561410722,2022-11-11,40,34,Male,Saudi,Jeddah,Government,Personal Finance,52500,11500,2330,6.02,24,0,True,260,Write-off,269,Worsening,1,0.19,0.76,0.19,7,3000,23,0,6,1,5,0,0.17,38,True,2026-03-31,3600,AI,0.31,0.64,1.0,0.09,After 9pm,53,11,0.26,9600,1,7,0.243,1,479,False,False,False,False,False,False,Human Led,Saud Al-Balawi,AGT-013,True,5,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-000090,Faisal Al-Rashidi,1102446877,0591546758,2020-02-23,72,23,Male,Saudi,Jeddah,Self-Employed,Personal Finance,110500,37000,2660,7.22,48,0,False,14,1-30 DPD,33,Improving,1,0.91,0.21,0.82,65,142000,1,0,0,0,0,0,,0,False,,0,,0.11,0.26,0.33,0.23,After 9pm,3,1,0.07,18100,1,7,0.147,5,489,False,False,False,False,False,False,AI + Human,Sara Al-Mutairi,AGT-004,False,0,False,806,0.92,Low Risk,SMS,Pending
WAT-000091,Ibrahim Al-Harbi,1582554011,0556796889,2021-09-14,54,38,Male,Saudi,Dammam,Government,Personal Finance,41500,19000,1260,5.71,36,0,True,13,1-30 DPD,57,Worsening,1,0.41,0.24,0.34,22,9500,0,600,2,1,1,1,0.5,28,False,,0,,0.1,0.3,0.53,0.35,12pm-3pm,5,3,0.06,9100,29,5,0.138,2,688,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,835,0.973,Low Risk,SMS,Pending
WAT-000092,Turki Al-Otaibi,1759870601,0531722940,2020-01-15,74,48,Male,Saudi,Riyadh,Semi-Government,Personal Finance,90500,23500,2760,6.2,36,0,False,39,31-60 DPD,51,Worsening,6,0.76,0.26,0.73,56,113000,1,0,1,0,1,1,0.0,18,False,,0,,0.07,0.22,0.36,0.29,9am-12pm,11,5,0.07,11100,1,7,0.249,0,462,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,754,0.825,Low Risk,SMS,Not Paid
WAT-000093,Saud Al-Omari,2434938613,0538848137,2023-03-21,36,31,Male,Expat-Arab,Jeddah,Semi-Government,Auto Finance,68000,32000,2110,7.42,36,0,True,8,1-30 DPD,8,Improving,1,0.32,0.35,0.21,11,5000,1,0,1,0,1,1,0.0,9,True,2026-04-03,1200,AI,0.69,0.61,0.69,0.0,6pm-9pm,7,1,0.55,13400,1,7,0.157,2,693,False,False,False,False,False,False,AI Only,N/A,N/A,True,20,False,771,0.857,Low Risk,SMS,Pending
WAT-000094,Bader Al-Ruwaili,1851256223,0531344912,2020-03-02,72,37,Male,Saudi,Asir,Semi-Government,Personal Finance,60000,18000,1240,8.81,60,0,False,118,NPA,153,Worsening,4,0.15,0.59,0.12,10,1500,5,0,9,2,7,3,0.22,26,False,,0,,0.44,0.42,0.57,0.01,6pm-9pm,58,4,0.32,17300,25,1,0.072,2,555,False,False,False,False,False,False,Human Led,Maha Al-Shehri,AGT-008,False,0,False,351,0.093,Very High Risk,Human Agent,Pending
WAT-000095,Abdullah Al-Zahrani,1617043046,0576868982,2023-01-26,37,47,Male,Saudi,Asir,Private - Large,Home Finance,456000,395500,3850,6.0,180,143,True,87,61-90 DPD,141,Worsening,6,0.27,0.44,0.29,9,10000,3,0,2,1,1,1,0.5,23,True,2026-04-02,2100,AI,0.55,0.26,0.32,0.0,12pm-3pm,11,10,0.4,10100,29,5,0.381,4,646,False,False,False,False,False,False,AI + Human,Adel Al-Thubaiti,AGT-021,False,0,False,326,0.048,Very High Risk,Human Agent,Not Paid
WAT-000096,Sultan Al-Enazi,1771530521,0581573209,2025-07-13,8,33,Male,Saudi,Other,Military/Security,Personal Finance,110000,101000,2210,7.6,60,52,True,66,61-90 DPD,87,Worsening,4,0.18,0.3,0.2,1,500,3,0,5,2,3,3,0.4,30,True,2026-04-13,1200,AI,0.59,0.32,0.36,0.08,12pm-3pm,7,5,0.38,13300,29,5,0.166,0,845,False,False,False,False,False,False,Human Led,Sara Al-Mutairi,AGT-004,False,0,False,397,0.177,Very High Risk,Human Agent,Not Paid
WAT-000097,Nawaf Al-Ruwaili,1600211322,0571188340,2023-10-21,29,29,Male,Saudi,Jeddah,Government,Gold Finance,17500,3500,800,9.63,24,0,False,31,31-60 DPD,31,Improving,6,0.0,0.48,0.0,1,0,2,0,4,2,2,0,0.5,26,True,2026-04-06,1500,AI,0.5,0.58,0.79,0.13,12pm-3pm,10,5,0.47,25300,1,7,0.032,2,681,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,719,0.761,Low Risk,SMS,Pending
WAT-000098,Mohammed Al-Ahmadi,2341943951,0515068589,2025-06-19,9,42,Male,Expat-Arab,Dammam,Private - SME,Auto Finance,49000,35500,2240,9.09,24,15,True,7,1-30 DPD,7,Improving,0,0.81,0.24,0.8,7,12500,0,2400,2,1,1,1,0.5,42,False,,0,,0.41,0.09,0.11,0.0,9am-12pm,5,4,0.37,7900,1,7,0.284,2,514,False,False,False,True,False,False,AI + Human,Rana Al-Shahrani,AGT-022,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000099,Tariq Al-Khaldi,1382935073,0574733400,2022-04-03,47,29,Male,Saudi,Riyadh,Government,Personal Finance,106500,7500,2560,7.16,48,1,False,24,1-30 DPD,26,Worsening,2,0.81,0.4,0.68,38,66000,0,900,0,0,0,0,,0,True,2026-04-10,2300,Human Agent,0.53,0.15,0.26,0.06,12pm-3pm,7,1,0.37,9100,28,4,0.281,3,673,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-000100,Adel Al-Juhani,2623632206,0582817892,2023-03-26,35,37,Male,Expat-GCC,Riyadh,Government,Auto Finance,57500,26000,1810,8.41,36,1,True,11,1-30 DPD,24,Worsening,2,0.52,0.34,0.5,18,16500,0,1000,0,0,0,0,,0,False,,0,,0.27,0.21,0.37,0.34,3pm-6pm,6,3,0.21,14000,1,7,0.129,1,765,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000101,Fahad Al-Juhani,1299126323,0531394002,2020-08-26,66,42,Male,Saudi,Dammam,Semi-Government,Personal Finance,52000,20500,1070,8.54,60,0,False,74,61-90 DPD,115,Worsening,2,0.46,0.52,0.37,30,12000,4,0,5,2,3,0,0.4,36,True,2026-03-31,1500,AI,0.75,0.36,0.65,0.09,3pm-6pm,18,11,0.55,7600,30,6,0.141,0,636,False,False,False,False,False,False,Human Led,Saud Al-Balawi,AGT-013,False,0,False,729,0.78,Low Risk,SMS,Paid
WAT-000102,Hamad Al-Ahmadi,1486008074,0510503306,2020-07-18,68,31,Male,Saudi,Dammam,Government,Personal Finance,39500,10500,1770,7.19,24,0,False,13,1-30 DPD,60,Worsening,2,0.32,0.12,0.35,21,13000,0,1300,0,0,0,0,,0,True,2026-04-12,3100,AI,0.83,0.2,0.37,0.08,3pm-6pm,4,4,0.76,16100,26,2,0.11,3,596,False,False,False,False,False,False,AI + Human,Dina Al-Habdan,AGT-030,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-000103,Khalid Al-Ghamdi,1479824435,0587304331,2023-08-15,31,28,Male,Saudi,Jeddah,Private - Large,Personal Finance,58500,29000,1220,9.21,60,29,False,11,1-30 DPD,13,Stable,0,0.67,0.29,0.67,20,16500,0,1000,1,0,1,1,0.0,4,True,2026-04-04,1100,AI,0.63,0.21,0.3,0.05,12pm-3pm,7,2,0.55,6900,1,7,0.177,0,635,False,True,False,False,False,False,AI Only,N/A,N/A,False,0,False,831,0.965,Low Risk,SMS,Pending
